IGOR
X NewDataFolder/S/O Graph1

WAVES	EPSC_DAC
BEGIN
	0.13962276
	0.13915813
	0.13869505
	0.1382335
	0.13777347
	0.13731501
	0.13685805
	0.13640261
	0.13594867
	0.13549627
	0.13504536
	0.13459596
	0.13414808
	0.13370165
	0.13325672
	0.13281326
	0.13237129
	0.1319308
	0.13149175
	0.13105419
	0.13061807
	0.1301834
	0.12975019
	0.12931839
	0.12888804
	0.12845914
	0.12803166
	0.12760559
	0.12718095
	0.12675771
	0.12633589
	0.12591547
	0.12549645
	0.12507883
	0.12466259
	0.12424774
	0.12383427
	0.12342218
	0.12301145
	0.1226021
	0.12219411
	0.12178747
	0.12138218
	0.12097826
	0.12057567
	0.12017441
	0.11977451
	0.11937592
	0.11897866
	0.11858273
	0.11818811
	0.1177948
	0.11740281
	0.11701211
	0.11662272
	0.11623464
	0.11584783
	0.1154623
	0.11507808
	0.11469512
	0.11431344
	0.11393303
	0.11355389
	0.11317601
	0.11279938
	0.11242401
	0.11204989
	0.11167701
	0.11130537
	0.11093497
	0.11056581
	0.11019786
	0.10983114
	0.10946565
	0.10910137
	0.10873831
	0.10837644
	0.10801581
	0.10765634
	0.10729809
	0.10694102
	0.10658515
	0.10623045
	0.10587694
	0.10552461
	0.10517345
	0.10482345
	0.10447463
	0.10412695
	0.10378043
	0.10343508
	0.10309087
	0.10274781
	0.10240588
	0.1020651
	0.10172545
	0.10138693
	0.10104953
	0.10071326
	0.10037811
	0.10004407
	0.099711142
	0.099379331
	0.099048615
	0.098719008
	0.09839049
	0.098063067
	0.097736731
	0.097411484
	0.097087331
	0.096764244
	0.096442223
	0.096121281
	0.095801421
	0.095482618
	0.095164873
	0.094848178
	0.094532549
	0.094217964
	0.093904421
	0.093591936
	0.093280479
	0.092970066
	0.092660673
	0.092352316
	0.092044994
	0.091738693
	0.091433406
	0.091129124
	0.090825863
	0.090523623
	0.090222389
	0.08992213
	0.089622892
	0.089324646
	0.089027397
	0.088731125
	0.088435858
	0.088141561
	0.087848246
	0.087555908
	0.08726453
	0.086974144
	0.086684711
	0.086396232
	0.086108737
	0.08582218
	0.085536584
	0.085251935
	0.084968239
	0.084685475
	0.084403671
	0.084122792
	0.083842844
	0.083563834
	0.083285749
	0.083008602
	0.082732365
	0.082457043
	0.082182646
	0.081909157
	0.081636585
	0.081364915
	0.081094146
	0.080824286
	0.08055532
	0.080287248
	0.08002007
	0.079753786
	0.079488382
	0.079223856
	0.078960218
	0.07869745
	0.078435563
	0.078174546
	0.077914409
	0.077655122
	0.077396698
	0.077139147
	0.076882437
	0.076626591
	0.076371595
	0.076117449
	0.075864136
	0.075611681
	0.075360075
	0.075109288
	0.074859343
	0.074610218
	0.074361935
	0.074114479
	0.073867843
	0.073622018
	0.073377021
	0.073132835
	0.07288947
	0.072646908
	0.072405159
	0.072164208
	0.071924068
	0.071684711
	0.071446165
	0.07120841
	0.070971444
	0.070735261
	0.070499867
	0.070265256
	0.070031434
	0.069798388
	0.069566116
	0.069334611
	0.069103874
	0.068873905
	0.06864471
	0.068416283
	0.068188608
	0.067961693
	0.06773553
	0.067510113
	0.067285456
	0.067061543
	0.066838391
	0.066615961
	0.066394269
	0.06617333
	0.065953121
	0.065733641
	0.065514885
	0.065296873
	0.065079577
	0.064863011
	0.06464716
	0.064432025
	0.06421762
	0.064003907
	0.06379091
	0.063578628
	0.063367061
	0.063156195
	0.062946022
	0.062736548
	0.062527776
	0.062319696
	0.062112305
	0.061905611
	0.061699606
	0.06149428
	0.061289642
	0.061085682
	0.060882401
	0.060679793
	0.060477871
	0.060276613
	0.060076021
	0.059876107
	0.059676848
	0.059478257
	0.059280328
	0.059083052
	0.058886442
	0.058690477
	0.058495171
	0.058300506
	0.058106501
	0.057913136
	0.057720408
	0.057528328
	0.057336885
	0.057146084
	0.056955911
	0.056766372
	0.05657747
	0.05638919
	0.056201544
	0.056014512
	0.055828113
	0.055642329
	0.055457156
	0.055272609
	0.055088677
	0.054905351
	0.054722641
	0.054540534
	0.05435903
	0.054178141
	0.053997841
	0.053818151
	0.053639058
	0.053460557
	0.053282656
	0.053105336
	0.052928619
	0.052752484
	0.052576933
	0.052401967
	0.052227587
	0.052053783
	0.051880561
	0.051707912
	0.051535841
	0.05136434
	0.051193409
	0.051023051
	0.050853256
	0.050684031
	0.050515361
	0.050347261
	0.050179712
	0.050012726
	0.049846295
	0.049680416
	0.049515091
	0.049350314
	0.049186088
	0.04902241
	0.048859272
	0.048696682
	0.048534624
	0.048373114
	0.048212137
	0.048051696
	0.047891792
	0.047732424
	0.047573578
	0.047415264
	0.047257472
	0.047100212
	0.046943475
	0.046787251
	0.046631556
	0.046476372
	0.046321716
	0.046167567
	0.046013925
	0.045860805
	0.045708187
	0.045556083
	0.045404483
	0.045253389
	0.045102794
	0.044952698
	0.044803109
	0.044654012
	0.04450541
	0.044357311
	0.044209696
	0.044062577
	0.04391595
	0.043769803
	0.043624148
	0.043478977
	0.04333429
	0.043190077
	0.043046352
	0.042903103
	0.042760331
	0.042618033
	0.042476211
	0.042334855
	0.042193975
	0.042053569
	0.041913617
	0.041774139
	0.041635126
	0.041496575
	0.041358482
	0.041220848
	0.041083675
	0.040946957
	0.040810697
	0.040674888
	0.040539525
	0.040404622
	0.040270161
	0.040136147
	0.040002588
	0.039869472
	0.039736789
	0.039604552
	0.039472762
	0.039341401
	0.039210483
	0.039079998
	0.038949952
	0.03882033
	0.038691148
	0.038562391
	0.038434066
	0.038306162
	0.03817869
	0.038051635
	0.037925009
	0.0377988
	0.037673019
	0.037547652
	0.037422702
	0.037298165
	0.037174046
	0.03705034
	0.036927041
	0.036804162
	0.036681678
	0.036559615
	0.036437947
	0.036316689
	0.036195837
	0.036075387
	0.035955336
	0.035835687
	0.035716429
	0.035597574
	0.035479113
	0.035361048
	0.035243373
	0.035126094
	0.035009194
	0.034892693
	0.03477658
	0.034660853
	0.034545507
	0.034430549
	0.034315974
	0.034201771
	0.034087956
	0.033974521
	0.033861458
	0.033748776
	0.033636469
	0.033524532
	0.033412967
	0.033301778
	0.033190958
	0.033080507
	0.032970421
	0.032860704
	0.032751348
	0.032642361
	0.032533731
	0.032425463
	0.032317568
	0.032210015
	0.032102827
	0.031995997
	0.031889521
	0.031783398
	0.03167763
	0.031572219
	0.031467151
	0.031362437
	0.031258069
	0.031154048
	0.031050371
	0.030947044
	0.030844059
	0.030741416
	0.030639114
	0.030537155
	0.030435534
	0.030334253
	0.030233305
	0.030132696
	0.030032422
	0.029932482
	0.02983287
	0.029733593
	0.029634645
	0.029536029
	0.029437739
	0.029339777
	0.029242143
	0.029144829
	0.029047841
	0.028951176
	0.02885483
	0.028758809
	0.028663106
	0.028567722
	0.028472655
	0.028377904
	0.028283469
	0.028189346
	0.02809554
	0.028002044
	0.027908858
	0.027815983
	0.027723417
	0.027631164
	0.02753921
	0.027447566
	0.027356228
	0.027265189
	0.027174458
	0.027084028
	0.026993901
	0.026904067
	0.026814539
	0.026725303
	0.02663637
	0.026547728
	0.026459383
	0.026371332
	0.026283571
	0.026196107
	0.026108934
	0.026022047
	0.025935454
	0.025849145
	0.025763124
	0.02567739
	0.025591942
	0.025506778
	0.025421895
	0.025337296
	0.025252979
	0.025168942
	0.025085185
	0.025001708
	0.024918508
	0.024835585
	0.024752937
	0.024670564
	0.024588466
	0.024506643
	0.024425089
	0.024343805
	0.024262795
	0.024182055
	0.024101583
	0.024021378
	0.023941441
	0.023861768
	0.023782361
	0.023703218
	0.023624338
	0.023545722
	0.023467368
	0.023389274
	0.023311438
	0.023233863
	0.023156544
	0.023079485
	0.02300268
	0.022926133
	0.022849839
	0.0227738
	0.022698017
	0.022622481
	0.0225472
	0.022472167
	0.022397382
	0.02232285
	0.022248562
	0.022174528
	0.022100734
	0.022027189
	0.021953885
	0.021880826
	0.021808013
	0.021735441
	0.021663111
	0.021591021
	0.021519169
	0.02144756
	0.021376185
	0.021305051
	0.021234153
	0.02116349
	0.021093063
	0.021022869
	0.020952908
	0.020883182
	0.020813689
	0.020744426
	0.020675391
	0.020606589
	0.020538013
	0.020469666
	0.020401549
	0.020333659
	0.020265991
	0.02019855
	0.020131335
	0.020064339
	0.019997573
	0.019931024
	0.019864697
	0.019798594
	0.019732706
	0.019667042
	0.019601591
	0.019536365
	0.019471349
	0.019406553
	0.019341972
	0.019277606
	0.019213455
	0.019149516
	0.019085791
	0.019022278
	0.018958975
	0.018895887
	0.018833004
	0.01877033
	0.01870787
	0.018645611
	0.018583562
	0.018521721
	0.018460086
	0.018398654
	0.018337427
	0.018276405
	0.018215584
	0.018154968
	0.018094551
	0.018034335
	0.017974323
	0.017914508
	0.017854894
	0.017795473
	0.017736252
	0.017677233
	0.017618407
	0.017559776
	0.017501341
	0.0174431
	0.017385053
	0.017327201
	0.017269537
	0.017212071
	0.01715479
	0.017097702
	0.017040804
	0.0169841
	0.016927579
	0.016871246
	0.016815102
	0.016759146
	0.016703375
	0.01664779
	0.016592391
	0.016537175
	0.016482145
	0.016427292
	0.016372627
	0.016318142
	0.016263839
	0.016209716
	0.016155776
	0.01610201
	0.016048426
	0.01599502
	0.015941793
	0.015888743
	0.015835868
	0.01578317
	0.015730647
	0.015678298
	0.015626123
	0.015574124
	0.015522297
	0.015470642
	0.015419159
	0.015367847
	0.015316706
	0.015265736
	0.015214935
	0.015164304
	0.015113839
	0.015063544
	0.015013414
	0.014963454
	0.014913659
	0.014864029
	0.014814565
	0.014765265
	0.014716131
	0.014667157
	0.014618349
	0.014569703
	0.014521218
	0.014472893
	0.014424731
	0.014376729
	0.014328887
	0.014281203
	0.014233679
	0.014186311
	0.014139102
	0.01409205
	0.014045155
	0.013998416
	0.013951832
	0.013905402
	0.01385913
	0.013813009
	0.013767042
	0.013721229
	0.013675568
	0.013630059
	0.0135847
	0.013539493
	0.013494437
	0.013449529
	0.013404774
	0.013360165
	0.013315705
	0.013271394
	0.013227229
	0.013183212
	0.013139341
	0.013095615
	0.013052036
	0.013008602
	0.012965311
	0.012922167
	0.012879165
	0.012836304
	0.012793588
	0.012751015
	0.012708581
	0.012666291
	0.012624141
	0.012582129
	0.012540258
	0.012498527
	0.012456935
	0.012415481
	0.012374165
	0.012332987
	0.012291946
	0.01225104
	0.01221027
	0.012169639
	0.01212914
	0.012088777
	0.012048548
	0.012008453
	0.011968491
	0.011928664
	0.011888967
	0.011849402
	0.011809972
	0.01177067
	0.0117315
	0.01169246
	0.01165355
	0.01161477
	0.011576117
	0.011537595
	0.011499201
	0.011460933
	0.011422793
	0.011384781
	0.011346895
	0.011309135
	0.011271501
	0.011233992
	0.011196608
	0.011159347
	0.011122212
	0.011085199
	0.01104831
	0.011011544
	0.0109749
	0.010938377
	0.010901976
	0.010865697
	0.010829538
	0.010793501
	0.010757582
	0.010721783
	0.010686104
	0.010650543
	0.0106151
	0.010579775
	0.010544567
	0.010509478
	0.010474505
	0.010439648
	0.010404907
	0.010370282
	0.010335771
	0.010301377
	0.010267096
	0.010232928
	0.010198876
	0.010164937
	0.010131109
	0.010097395
	0.010063793
	0.010030303
	0.0099969255
	0.0099636577
	0.0099304998
	0.0098974528
	0.0098645166
	0.0098316902
	0.0097989719
	0.0097663635
	0.0097338632
	0.0097014699
	0.0096691856
	0.0096370094
	0.0096049402
	0.0095729753
	0.0095411194
	0.0095093688
	0.0094777234
	0.0094461842
	0.0094147492
	0.0093834177
	0.0093521923
	0.0093210712
	0.0092900526
	0.0092591373
	0.0092283245
	0.0091976142
	0.0091670062
	0.0091365008
	0.0091060968
	0.0090757934
	0.0090455925
	0.0090154903
	0.0089854877
	0.0089555858
	0.0089257834
	0.0088960808
	0.0088664768
	0.0088369707
	0.0088075632
	0.0087782536
	0.0087490417
	0.0087199276
	0.0086909086
	0.0086619882
	0.0086331628
	0.0086044325
	0.0085757989
	0.0085472614
	0.0085188169
	0.0084904684
	0.0084622139
	0.0084340535
	0.0084059862
	0.008378013
	0.008350133
	0.0083223451
	0.0082946504
	0.0082670487
	0.0082395365
	0.0082121175
	0.0081847887
	0.0081575513
	0.0081304051
	0.0081033492
	0.0080763828
	0.0080495076
	0.00802272
	0.0079960218
	0.007969413
	0.0079428917
	0.0079164598
	0.0078901164
